pair_id,definition_id,ddinter_id_a,drug_a,drugbank_id_a,ddinter_id_b,drug_b,drugbank_id_b,severity,mechanism,pair_key,detail_url,scraped_at
1086926,2083,DDInter1202,Metronidazole,,DDInter758,Fluoxetine,,Minor,Synergy,DDInter1202|DDInter758,https://ddinter.scbdd.com/ddinter/interact/1086926/,2026-09-09T19:19:08+00:00
1086965,2083,DDInter1202,Metronidazole,,DDInter1326,Olanzapine,,Minor,Synergy,DDInter1202|DDInter1326,https://ddinter.scbdd.com/ddinter/interact/1086965/,2026-09-09T19:19:05+00:00
1086992,2083,DDInter1202,Metronidazole,,DDInter1553,Quetiapine,,Minor,Synergy,DDInter1202|DDInter1553,https://ddinter.scbdd.com/ddinter/interact/1086992/,2026-09-09T19:19:01+00:00
1087032,2083,DDInter1202,Metronidazole,,DDInter1927,Venlafaxine,,Minor,Synergy,DDInter1202|DDInter1927,https://ddinter.scbdd.com/ddinter/interact/1087032/,2026-09-09T19:19:07+00:00
1093286,5070,DDInter1460,Phenytoin,,DDInter1607,Ritonavir,,Moderate,Metabolism,DDInter1460|DDInter1607,https://ddinter.scbdd.com/ddinter/interact/1093286/,2026-09-09T19:19:10+00:00
1093808,1872,DDInter1326,Olanzapine,,DDInter672,Escitalopram,,Moderate,Synergy,DDInter1326|DDInter672,https://ddinter.scbdd.com/ddinter/interact/1093808/,2026-09-09T18:41:40+00:00
1093827,1872,DDInter1326,Olanzapine,,DDInter743,Fluconazole,,Moderate,Synergy,DDInter1326|DDInter743,https://ddinter.scbdd.com/ddinter/interact/1093827/,2026-09-09T19:19:17+00:00
1093834,2192,DDInter1326,Olanzapine,,DDInter790,Furosemide,,Moderate,Synergy,DDInter1326|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1093834/,2026-09-09T19:19:14+00:00
1093919,4880,DDInter1326,Olanzapine,,DDInter1460,Phenytoin,,Moderate,Synergy,DDInter1326|DDInter1460,https://ddinter.scbdd.com/ddinter/interact/1093919/,2026-09-09T19:19:25+00:00
1093942,1064,DDInter1326,Olanzapine,DB00334,DDInter1553,Quetiapine,DB01224,Moderate,Synergy,DDInter1326|DDInter1553,https://ddinter.scbdd.com/ddinter/interact/1093942,2026-09-09T10:05:26+00:00
1093981,1872,DDInter1326,Olanzapine,,DDInter1735,Tacrolimus,,Moderate,Synergy,DDInter1326|DDInter1735,https://ddinter.scbdd.com/ddinter/interact/1093981/,2026-09-09T19:19:19+00:00
1094025,1872,DDInter1326,Olanzapine,,DDInter1927,Venlafaxine,,Moderate,Synergy,DDInter1326|DDInter1927,https://ddinter.scbdd.com/ddinter/interact/1094025/,2026-09-09T19:19:21+00:00
1101107,4880,DDInter1460,Phenytoin,,DDInter672,Escitalopram,,Moderate,Synergy,DDInter1460|DDInter672,https://ddinter.scbdd.com/ddinter/interact/1101107/,2026-09-09T18:41:42+00:00
1101134,3788,DDInter1460,Phenytoin,,DDInter743,Fluconazole,,Major,Metabolism,DDInter1460|DDInter743,https://ddinter.scbdd.com/ddinter/interact/1101134/,2026-09-09T19:19:29+00:00
1101144,1528,DDInter1460,Phenytoin,,DDInter790,Furosemide,,Minor,Absorption,DDInter1460|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1101144/,2026-09-09T19:19:15+00:00
1101237,1201,DDInter1460,Phenytoin,DB00252,DDInter1553,Quetiapine,DB01224,Major,Metabolism,DDInter1460|DDInter1553,https://ddinter.scbdd.com/ddinter/interact/1101237,2026-09-09T10:07:39+00:00
1101256,4225,DDInter1460,Phenytoin,,DDInter1590,Rifampicin,,Major,Metabolism,DDInter1460|DDInter1590,https://ddinter.scbdd.com/ddinter/interact/1101256/,2026-09-09T19:19:23+00:00
1101263,4498,DDInter1460,Phenytoin,,DDInter1609,Rivaroxaban,,Major,Metabolism,DDInter1460|DDInter1609,https://ddinter.scbdd.com/ddinter/interact/1101263/,2026-09-09T18:41:43+00:00
1101307,1454,DDInter1460,Phenytoin,,DDInter1735,Tacrolimus,,Major,Metabolism,DDInter1460|DDInter1735,https://ddinter.scbdd.com/ddinter/interact/1101307/,2026-09-09T19:19:12+00:00
1101329,3109,DDInter1460,Phenytoin,,DDInter1802,Ticagrelor,,Major,Metabolism,DDInter1460|DDInter1802,https://ddinter.scbdd.com/ddinter/interact/1101329/,2026-09-09T18:41:44+00:00
1101370,4880,DDInter1460,Phenytoin,,DDInter1927,Venlafaxine,,Moderate,Synergy,DDInter1460|DDInter1927,https://ddinter.scbdd.com/ddinter/interact/1101370/,2026-09-09T19:19:27+00:00
1106051,3040,DDInter1553,Quetiapine,,DDInter672,Escitalopram,,Major,Synergy,DDInter1553|DDInter672,https://ddinter.scbdd.com/ddinter/interact/1106051/,2026-09-09T18:41:43+00:00
1106071,1420,DDInter1553,Quetiapine,,DDInter743,Fluconazole,,Moderate,Synergy,DDInter1553|DDInter743,https://ddinter.scbdd.com/ddinter/interact/1106071/,2026-09-09T19:19:34+00:00
1106072,298,DDInter1553,Quetiapine,,DDInter758,Fluoxetine,,Moderate,Synergy,DDInter1553|DDInter758,https://ddinter.scbdd.com/ddinter/interact/1106072/,2026-09-09T19:19:37+00:00
1106084,2192,DDInter1553,Quetiapine,,DDInter790,Furosemide,,Moderate,Synergy,DDInter1553|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1106084/,2026-09-09T19:19:32+00:00
1106175,2192,DDInter1553,Quetiapine,,DDInter1565,Ramipril,,Moderate,Synergy,DDInter1553|DDInter1565,https://ddinter.scbdd.com/ddinter/interact/1106175/,2026-09-09T19:19:36+00:00
1106185,1201,DDInter1590,Rifampicin,DB01045,DDInter1553,Quetiapine,DB01224,Major,Metabolism,DDInter1553|DDInter1590,https://ddinter.scbdd.com/ddinter/interact/1106185,2026-09-09T10:07:39+00:00
1106216,614,DDInter1553,Quetiapine,,DDInter1735,Tacrolimus,,Moderate,Metabolism,DDInter1553|DDInter1735,https://ddinter.scbdd.com/ddinter/interact/1106216/,2026-09-09T19:19:30+00:00
1106267,298,DDInter1553,Quetiapine,,DDInter1927,Venlafaxine,,Moderate,Synergy,DDInter1553|DDInter1927,https://ddinter.scbdd.com/ddinter/interact/1106267/,2026-09-09T19:19:39+00:00
1106825,2948,DDInter1565,Ramipril,,DDInter790,Furosemide,,Moderate,Synergy,DDInter1565|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1106825/,2026-09-09T19:19:44+00:00
1106833,3443,DDInter1565,Ramipril,,DDInter856,Heparin,,Moderate,Synergy,DDInter1565|DDInter856,https://ddinter.scbdd.com/ddinter/interact/1106833/,2026-09-09T19:19:42+00:00
1106898,269,DDInter1565,Ramipril,,DDInter1735,Tacrolimus,,Moderate,Synergy,DDInter1565|DDInter1735,https://ddinter.scbdd.com/ddinter/interact/1106898/,2026-09-09T19:19:50+00:00
1108765,4630,DDInter1590,Rifampicin,,DDInter672,Escitalopram,,Moderate,Metabolism,DDInter1590|DDInter672,https://ddinter.scbdd.com/ddinter/interact/1108765/,2026-09-09T18:41:46+00:00
1108845,4498,DDInter1590,Rifampicin,,DDInter1609,Rivaroxaban,,Major,Metabolism,DDInter1590|DDInter1609,https://ddinter.scbdd.com/ddinter/interact/1108845/,2026-09-09T18:41:46+00:00
1108863,1712,DDInter1590,Rifampicin,,DDInter1675,Simvastatin,,Major,Metabolism,DDInter1590|DDInter1675,https://ddinter.scbdd.com/ddinter/interact/1108863/,2026-09-09T19:19:46+00:00
1108872,4910,DDInter1590,Rifampicin,,DDInter1735,Tacrolimus,,Major,Absorption; Metabolism,DDInter1590|DDInter1735,https://ddinter.scbdd.com/ddinter/interact/1108872/,2026-09-09T19:19:51+00:00
1108883,3109,DDInter1590,Rifampicin,,DDInter1802,Ticagrelor,,Major,Metabolism,DDInter1590|DDInter1802,https://ddinter.scbdd.com/ddinter/interact/1108883/,2026-09-09T18:41:46+00:00
1109399,3602,DDInter1609,Rivaroxaban,,DDInter672,Escitalopram,,Moderate,Synergy,DDInter1609|DDInter672,https://ddinter.scbdd.com/ddinter/interact/1109399/,2026-09-09T18:41:46+00:00
1109409,3485,DDInter1609,Rivaroxaban,,DDInter743,Fluconazole,,Moderate,Metabolism,DDInter1609|DDInter743,https://ddinter.scbdd.com/ddinter/interact/1109409/,2026-09-09T18:41:46+00:00
1109410,3602,DDInter1609,Rivaroxaban,,DDInter758,Fluoxetine,,Moderate,Synergy,DDInter1609|DDInter758,https://ddinter.scbdd.com/ddinter/interact/1109410/,2026-09-09T18:41:46+00:00
1109429,4053,DDInter1609,Rivaroxaban,,DDInter856,Heparin,,Major,Synergy,DDInter1609|DDInter856,https://ddinter.scbdd.com/ddinter/interact/1109429/,2026-09-09T18:42:02+00:00
1109479,4806,DDInter1609,Rivaroxaban,,DDInter1735,Tacrolimus,,Moderate,Metabolism,DDInter1609|DDInter1735,https://ddinter.scbdd.com/ddinter/interact/1109479/,2026-09-09T18:41:48+00:00
1109486,1668,DDInter1609,Rivaroxaban,,DDInter1802,Ticagrelor,,Major,Synergy,DDInter1609|DDInter1802,https://ddinter.scbdd.com/ddinter/interact/1109486/,2026-09-09T18:41:47+00:00
1109505,3602,DDInter1609,Rivaroxaban,,DDInter1927,Venlafaxine,,Moderate,Synergy,DDInter1609|DDInter1927,https://ddinter.scbdd.com/ddinter/interact/1109505/,2026-09-09T18:41:47+00:00
1110287,2785,DDInter1622,Rosuvastatin,,DDInter743,Fluconazole,,Minor,Others,DDInter1622|DDInter743,https://ddinter.scbdd.com/ddinter/interact/1110287/,2026-09-09T19:19:56+00:00
1110317,5119,DDInter1622,Rosuvastatin,,DDInter1675,Simvastatin,,Moderate,Synergy,DDInter1622|DDInter1675,https://ddinter.scbdd.com/ddinter/interact/1110317/,2026-09-09T19:19:48+00:00
1113456,616,DDInter1675,Simvastatin,,DDInter743,Fluconazole,,Major,Metabolism,DDInter1675|DDInter743,https://ddinter.scbdd.com/ddinter/interact/1113456/,2026-09-09T19:19:53+00:00
1113493,2234,DDInter1675,Simvastatin,,DDInter1735,Tacrolimus,,Moderate,Metabolism,DDInter1675|DDInter1735,https://ddinter.scbdd.com/ddinter/interact/1113493/,2026-09-09T19:19:41+00:00
1113504,3756,DDInter1675,Simvastatin,,DDInter1802,Ticagrelor,,Moderate,Metabolism,DDInter1675|DDInter1802,https://ddinter.scbdd.com/ddinter/interact/1113504/,2026-09-09T18:41:48+00:00
1115497,3040,DDInter1735,Tacrolimus,,DDInter672,Escitalopram,,Major,Synergy,DDInter1735|DDInter672,https://ddinter.scbdd.com/ddinter/interact/1115497/,2026-09-09T18:41:48+00:00
1115520,4534,DDInter1735,Tacrolimus,,DDInter743,Fluconazole,,Major,Synergy; Metabolism,DDInter1735|DDInter743,https://ddinter.scbdd.com/ddinter/interact/1115520/,2026-09-09T19:19:55+00:00
1115544,1297,DDInter825,Glimepiride,DB00222,DDInter1735,Tacrolimus,DB00864,Moderate,Antagonism,DDInter1735|DDInter825,https://ddinter.scbdd.com/ddinter/interact/1115544,2026-09-09T10:10:13+00:00
1115651,3680,DDInter1735,Tacrolimus,,DDInter1802,Ticagrelor,,Moderate,Metabolism,DDInter1735|DDInter1802,https://ddinter.scbdd.com/ddinter/interact/1115651/,2026-09-09T18:41:48+00:00
1115691,5120,DDInter1735,Tacrolimus,,DDInter1927,Venlafaxine,,Moderate,Synergy,DDInter1735|DDInter1927,https://ddinter.scbdd.com/ddinter/interact/1115691/,2026-09-09T19:20:03+00:00
1118681,3602,DDInter1802,Ticagrelor,,DDInter672,Escitalopram,,Moderate,Synergy,DDInter1802|DDInter672,https://ddinter.scbdd.com/ddinter/interact/1118681/,2026-09-09T18:41:48+00:00
1118695,4576,DDInter1802,Ticagrelor,,DDInter743,Fluconazole,,Moderate,Metabolism,DDInter1802|DDInter743,https://ddinter.scbdd.com/ddinter/interact/1118695/,2026-09-09T18:41:49+00:00
1118696,3602,DDInter1802,Ticagrelor,,DDInter758,Fluoxetine,,Moderate,Synergy,DDInter1802|DDInter758,https://ddinter.scbdd.com/ddinter/interact/1118696/,2026-09-09T18:41:49+00:00
1118713,5358,DDInter1802,Ticagrelor,,DDInter856,Heparin,,Moderate,Synergy,DDInter1802|DDInter856,https://ddinter.scbdd.com/ddinter/interact/1118713/,2026-09-09T18:41:50+00:00
1118773,3602,DDInter1802,Ticagrelor,,DDInter1927,Venlafaxine,,Moderate,Synergy,DDInter1802|DDInter1927,https://ddinter.scbdd.com/ddinter/interact/1118773/,2026-09-09T18:41:50+00:00
1123066,4162,DDInter1927,Venlafaxine,,DDInter672,Escitalopram,,Major,Synergy,DDInter1927|DDInter672,https://ddinter.scbdd.com/ddinter/interact/1123066/,2026-09-09T18:41:50+00:00
1123083,4276,DDInter1927,Venlafaxine,,DDInter743,Fluconazole,,Moderate,Metabolism,DDInter1927|DDInter743,https://ddinter.scbdd.com/ddinter/interact/1123083/,2026-09-09T19:19:58+00:00
1123097,5419,DDInter1927,Venlafaxine,,DDInter790,Furosemide,,Moderate,Synergy,DDInter1927|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1123097/,2026-09-09T19:20:01+00:00
1123115,949,DDInter1927,Venlafaxine,,DDInter856,Heparin,,Moderate,Synergy,DDInter1927|DDInter856,https://ddinter.scbdd.com/ddinter/interact/1123115/,2026-09-09T19:20:00+00:00
1126563,3040,DDInter672,Escitalopram,,DDInter743,Fluconazole,,Major,Synergy,DDInter672|DDInter743,https://ddinter.scbdd.com/ddinter/interact/1126563/,2026-09-09T18:41:51+00:00
1126577,5419,DDInter672,Escitalopram,,DDInter790,Furosemide,,Moderate,Synergy,DDInter672|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1126577/,2026-09-09T18:41:51+00:00
1126597,949,DDInter672,Escitalopram,,DDInter856,Heparin,,Moderate,Synergy,DDInter672|DDInter856,https://ddinter.scbdd.com/ddinter/interact/1126597/,2026-09-09T18:41:51+00:00
1141795,-1,DDInter458,Cyclosporine,DB00091,DDInter1913,Valproic acid,DB00313,Unknown,Unknown,DDInter1913|DDInter458,https://ddinter.scbdd.com/ddinter/interact/1141795,2026-09-09T20:06:39+00:00
1141800,-1,DDInter458,Cyclosporine,DB00091,DDInter1164,Metformin,DB00331,Unknown,Unknown,DDInter1164|DDInter458,https://ddinter.scbdd.com/ddinter/interact/1141800,2026-09-09T20:06:39+00:00
1141801,-1,DDInter458,Cyclosporine,DB00091,DDInter1326,Olanzapine,DB00334,Unknown,Unknown,DDInter1326|DDInter458,https://ddinter.scbdd.com/ddinter/interact/1141801,2026-09-09T20:06:39+00:00
1141817,-1,DDInter458,Cyclosporine,DB00091,DDInter608,Duloxetine,DB00476,Unknown,Unknown,DDInter458|DDInter608,https://ddinter.scbdd.com/ddinter/interact/1141817,2026-09-09T20:06:39+00:00
1141827,-1,DDInter458,Cyclosporine,DB00091,DDInter1020,Lamotrigine,DB00555,Unknown,Unknown,DDInter1020|DDInter458,https://ddinter.scbdd.com/ddinter/interact/1141827,2026-09-09T20:06:39+00:00
1141850,-1,DDInter458,Cyclosporine,DB00091,DDInter1605,Risperidone,DB00734,Unknown,Unknown,DDInter1605|DDInter458,https://ddinter.scbdd.com/ddinter/interact/1141850,2026-09-09T20:06:39+00:00
1142898,-1,DDInter1915,Valsartan,DB00177,DDInter1927,Venlafaxine,DB00285,Unknown,Unknown,DDInter1915|DDInter1927,https://ddinter.scbdd.com/ddinter/interact/1142898,2026-09-09T20:06:39+00:00
1142914,-1,DDInter1915,Valsartan,DB00177,DDInter608,Duloxetine,DB00476,Unknown,Unknown,DDInter1915|DDInter608,https://ddinter.scbdd.com/ddinter/interact/1142914,2026-09-09T20:06:39+00:00
1142929,-1,DDInter1915,Valsartan,DB00177,DDInter1675,Simvastatin,DB00641,Unknown,Unknown,DDInter1675|DDInter1915,https://ddinter.scbdd.com/ddinter/interact/1142929,2026-09-09T20:06:39+00:00
1142934,-1,DDInter1915,Valsartan,DB00177,DDInter1951,Warfarin,DB00682,Unknown,Unknown,DDInter1915|DDInter1951,https://ddinter.scbdd.com/ddinter/interact/1142934,2026-09-09T20:06:39+00:00
1142962,-1,DDInter1915,Valsartan,DB00177,DDInter1622,Rosuvastatin,DB01098,Unknown,Unknown,DDInter1622|DDInter1915,https://ddinter.scbdd.com/ddinter/interact/1142962,2026-09-09T20:06:39+00:00
1142971,-1,DDInter1915,Valsartan,DB00177,DDInter393,Clarithromycin,DB01211,Unknown,Unknown,DDInter1915|DDInter393,https://ddinter.scbdd.com/ddinter/interact/1142971,2026-09-09T20:06:39+00:00
1142999,-1,DDInter1565,Ramipril,DB00178,DDInter1927,Venlafaxine,DB00285,Unknown,Unknown,DDInter1565|DDInter1927,https://ddinter.scbdd.com/ddinter/interact/1142999,2026-09-09T20:06:39+00:00
1143014,-1,DDInter1565,Ramipril,DB00178,DDInter608,Duloxetine,DB00476,Unknown,Unknown,DDInter1565|DDInter608,https://ddinter.scbdd.com/ddinter/interact/1143014,2026-09-09T20:06:39+00:00
1143020,-1,DDInter1565,Ramipril,DB00178,DDInter1607,Ritonavir,DB00503,Unknown,Unknown,DDInter1565|DDInter1607,https://ddinter.scbdd.com/ddinter/interact/1143020,2026-09-09T20:06:39+00:00
1143037,-1,DDInter1565,Ramipril,DB00178,DDInter1675,Simvastatin,DB00641,Unknown,Unknown,DDInter1565|DDInter1675,https://ddinter.scbdd.com/ddinter/interact/1143037,2026-09-09T20:06:39+00:00
1143043,-1,DDInter1565,Ramipril,DB00178,DDInter1951,Warfarin,DB00682,Unknown,Unknown,DDInter1565|DDInter1951,https://ddinter.scbdd.com/ddinter/interact/1143043,2026-09-09T20:06:40+00:00
1143085,-1,DDInter1565,Ramipril,DB00178,DDInter1590,Rifampicin,DB01045,Unknown,Unknown,DDInter1565|DDInter1590,https://ddinter.scbdd.com/ddinter/interact/1143085,2026-09-09T20:06:41+00:00
1143088,-1,DDInter1565,Ramipril,DB00178,DDInter1622,Rosuvastatin,DB01098,Unknown,Unknown,DDInter1565|DDInter1622,https://ddinter.scbdd.com/ddinter/interact/1143088,2026-09-09T20:06:41+00:00
1143097,-1,DDInter1565,Ramipril,DB00178,DDInter393,Clarithromycin,DB01211,Unknown,Unknown,DDInter1565|DDInter393,https://ddinter.scbdd.com/ddinter/interact/1143097,2026-09-09T20:06:40+00:00
1143816,-1,DDInter1915,Valsartan,DB00177,DDInter743,Fluconazole,DB00196,Unknown,Unknown,DDInter1915|DDInter743,https://ddinter.scbdd.com/ddinter/interact/1143816,2026-09-09T20:06:41+00:00
1143817,-1,DDInter1565,Ramipril,DB00178,DDInter743,Fluconazole,DB00196,Unknown,Unknown,DDInter1565|DDInter743,https://ddinter.scbdd.com/ddinter/interact/1143817,2026-09-09T20:06:41+00:00
1143842,-1,DDInter743,Fluconazole,DB00196,DDInter1164,Metformin,DB00331,Unknown,Unknown,DDInter1164|DDInter743,https://ddinter.scbdd.com/ddinter/interact/1143842,2026-09-09T20:06:41+00:00
1143852,-1,DDInter743,Fluconazole,DB00196,DDInter1707,Spironolactone,DB00421,Unknown,Unknown,DDInter1707|DDInter743,https://ddinter.scbdd.com/ddinter/interact/1143852,2026-09-09T20:06:41+00:00
1143862,-1,DDInter743,Fluconazole,DB00196,DDInter608,Duloxetine,DB00476,Unknown,Unknown,DDInter608|DDInter743,https://ddinter.scbdd.com/ddinter/interact/1143862,2026-09-09T20:06:41+00:00
1143876,-1,DDInter743,Fluconazole,DB00196,DDInter1020,Lamotrigine,DB00555,Unknown,Unknown,DDInter1020|DDInter743,https://ddinter.scbdd.com/ddinter/interact/1143876,2026-09-09T20:06:42+00:00
1143893,-1,DDInter743,Fluconazole,DB00196,DDInter790,Furosemide,DB00695,Unknown,Unknown,DDInter743|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1143893,2026-09-09T20:06:41+00:00
1143957,-1,DDInter743,Fluconazole,DB00196,DDInter900,Ibuprofen,DB01050,Unknown,Unknown,DDInter743|DDInter900,https://ddinter.scbdd.com/ddinter/interact/1143957,2026-09-09T20:06:41+00:00
1143969,-1,DDInter743,Fluconazole,DB00196,DDInter995,Itraconazole,DB01167,Unknown,Unknown,DDInter743|DDInter995,https://ddinter.scbdd.com/ddinter/interact/1143969,2026-09-09T20:06:41+00:00
1144286,-1,DDInter1915,Valsartan,DB00177,DDInter157,Azithromycin,DB00207,Unknown,Unknown,DDInter157|DDInter1915,https://ddinter.scbdd.com/ddinter/interact/1144286,2026-09-09T20:06:41+00:00
1144287,-1,DDInter1565,Ramipril,DB00178,DDInter157,Azithromycin,DB00207,Unknown,Unknown,DDInter1565|DDInter157,https://ddinter.scbdd.com/ddinter/interact/1144287,2026-09-09T20:06:42+00:00
1144294,-1,DDInter157,Azithromycin,DB00207,DDInter825,Glimepiride,DB00222,Unknown,Unknown,DDInter157|DDInter825,https://ddinter.scbdd.com/ddinter/interact/1144294,2026-09-09T20:06:42+00:00
1144307,-1,DDInter157,Azithromycin,DB00207,DDInter1913,Valproic acid,DB00313,Unknown,Unknown,DDInter157|DDInter1913,https://ddinter.scbdd.com/ddinter/interact/1144307,2026-09-09T20:06:42+00:00
1144311,-1,DDInter157,Azithromycin,DB00207,DDInter1164,Metformin,DB00331,Unknown,Unknown,DDInter1164|DDInter157,https://ddinter.scbdd.com/ddinter/interact/1144311,2026-09-09T20:06:42+00:00
1144313,-1,DDInter157,Azithromycin,DB00207,DDInter1340,Omeprazole,DB00338,Unknown,Unknown,DDInter1340|DDInter157,https://ddinter.scbdd.com/ddinter/interact/1144313,2026-09-09T20:06:42+00:00
1144321,-1,DDInter157,Azithromycin,DB00207,DDInter1707,Spironolactone,DB00421,Unknown,Unknown,DDInter157|DDInter1707,https://ddinter.scbdd.com/ddinter/interact/1144321,2026-09-09T20:06:42+00:00
1144335,-1,DDInter157,Azithromycin,DB00207,DDInter608,Duloxetine,DB00476,Unknown,Unknown,DDInter157|DDInter608,https://ddinter.scbdd.com/ddinter/interact/1144335,2026-09-09T20:06:43+00:00
1144342,-1,DDInter157,Azithromycin,DB00207,DDInter1607,Ritonavir,DB00503,Unknown,Unknown,DDInter157|DDInter1607,https://ddinter.scbdd.com/ddinter/interact/1144342,2026-09-09T20:06:43+00:00
1144350,-1,DDInter157,Azithromycin,DB00207,DDInter1020,Lamotrigine,DB00555,Unknown,Unknown,DDInter1020|DDInter157,https://ddinter.scbdd.com/ddinter/interact/1144350,2026-09-09T20:06:43+00:00
1144351,-1,DDInter157,Azithromycin,DB00207,DDInter293,Carbamazepine,DB00564,Unknown,Unknown,DDInter157|DDInter293,https://ddinter.scbdd.com/ddinter/interact/1144351,2026-09-09T20:06:43+00:00
1144357,-1,DDInter157,Azithromycin,DB00207,DDInter638,Enalapril,DB00584,Unknown,Unknown,DDInter157|DDInter638,https://ddinter.scbdd.com/ddinter/interact/1144357,2026-09-09T20:06:43+00:00
1144369,-1,DDInter157,Azithromycin,DB00207,DDInter1095,Losartan,DB00678,Unknown,Unknown,DDInter1095|DDInter157,https://ddinter.scbdd.com/ddinter/interact/1144369,2026-09-09T20:06:44+00:00
1144371,-1,DDInter157,Azithromycin,DB00207,DDInter790,Furosemide,DB00695,Unknown,Unknown,DDInter157|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1144371,2026-09-09T20:06:44+00:00
1144381,-1,DDInter157,Azithromycin,DB00207,DDInter413,Clopidogrel,DB00758,Unknown,Unknown,DDInter157|DDInter413,https://ddinter.scbdd.com/ddinter/interact/1144381,2026-09-09T20:06:44+00:00
1144410,-1,DDInter157,Azithromycin,DB00207,DDInter883,Hydrochlorothiazide,DB00999,Unknown,Unknown,DDInter157|DDInter883,https://ddinter.scbdd.com/ddinter/interact/1144410,2026-09-09T20:06:43+00:00
1144418,-1,DDInter157,Azithromycin,DB00207,DDInter1590,Rifampicin,DB01045,Unknown,Unknown,DDInter157|DDInter1590,https://ddinter.scbdd.com/ddinter/interact/1144418,2026-09-09T20:06:43+00:00
1144419,-1,DDInter157,Azithromycin,DB00207,DDInter900,Ibuprofen,DB01050,Unknown,Unknown,DDInter157|DDInter900,https://ddinter.scbdd.com/ddinter/interact/1144419,2026-09-09T20:06:44+00:00
1144427,-1,DDInter157,Azithromycin,DB00207,DDInter1622,Rosuvastatin,DB01098,Unknown,Unknown,DDInter157|DDInter1622,https://ddinter.scbdd.com/ddinter/interact/1144427,2026-09-09T20:06:44+00:00
1144433,-1,DDInter157,Azithromycin,DB00207,DDInter305,Carvedilol,DB01136,Unknown,Unknown,DDInter157|DDInter305,https://ddinter.scbdd.com/ddinter/interact/1144433,2026-09-09T20:06:44+00:00
1144437,-1,DDInter157,Azithromycin,DB00207,DDInter995,Itraconazole,DB01167,Unknown,Unknown,DDInter157|DDInter995,https://ddinter.scbdd.com/ddinter/interact/1144437,2026-09-09T20:06:44+00:00
1144443,-1,DDInter157,Azithromycin,DB00207,DDInter334,Ceftriaxone,DB01212,Unknown,Unknown,DDInter157|DDInter334,https://ddinter.scbdd.com/ddinter/interact/1144443,2026-09-09T20:06:44+00:00
1144447,-1,DDInter157,Azithromycin,DB00207,DDInter513,Dexamethasone,DB01234,Unknown,Unknown,DDInter157|DDInter513,https://ddinter.scbdd.com/ddinter/interact/1144447,2026-09-09T20:06:44+00:00
1145075,-1,DDInter1915,Valsartan,DB00177,DDInter825,Glimepiride,DB00222,Unknown,Unknown,DDInter1915|DDInter825,https://ddinter.scbdd.com/ddinter/interact/1145075,2026-09-09T20:06:44+00:00
1145089,-1,DDInter825,Glimepiride,DB00222,DDInter1927,Venlafaxine,DB00285,Unknown,Unknown,DDInter1927|DDInter825,https://ddinter.scbdd.com/ddinter/interact/1145089,2026-09-09T20:06:45+00:00
1145098,-1,DDInter825,Glimepiride,DB00222,DDInter1707,Spironolactone,DB00421,Unknown,Unknown,DDInter1707|DDInter825,https://ddinter.scbdd.com/ddinter/interact/1145098,2026-09-09T20:06:45+00:00
1145105,-1,DDInter825,Glimepiride,DB00222,DDInter608,Duloxetine,DB00476,Unknown,Unknown,DDInter608|DDInter825,https://ddinter.scbdd.com/ddinter/interact/1145105,2026-09-09T20:06:45+00:00
1145113,-1,DDInter825,Glimepiride,DB00222,DDInter1020,Lamotrigine,DB00555,Unknown,Unknown,DDInter1020|DDInter825,https://ddinter.scbdd.com/ddinter/interact/1145113,2026-09-09T20:06:45+00:00
1145115,-1,DDInter825,Glimepiride,DB00222,DDInter1174,Methotrexate,DB00563,Unknown,Unknown,DDInter1174|DDInter825,https://ddinter.scbdd.com/ddinter/interact/1145115,2026-09-09T20:06:45+00:00
1145118,-1,DDInter825,Glimepiride,DB00222,DDInter1675,Simvastatin,DB00641,Unknown,Unknown,DDInter1675|DDInter825,https://ddinter.scbdd.com/ddinter/interact/1145118,2026-09-09T20:06:46+00:00
1145121,-1,DDInter825,Glimepiride,DB00222,DDInter1095,Losartan,DB00678,Unknown,Unknown,DDInter1095|DDInter825,https://ddinter.scbdd.com/ddinter/interact/1145121,2026-09-09T20:06:46+00:00
1145139,-1,DDInter825,Glimepiride,DB00222,DDInter1202,Metronidazole,DB00916,Unknown,Unknown,DDInter1202|DDInter825,https://ddinter.scbdd.com/ddinter/interact/1145139,2026-09-09T20:06:45+00:00
1145154,-1,DDInter825,Glimepiride,DB00222,DDInter1622,Rosuvastatin,DB01098,Unknown,Unknown,DDInter1622|DDInter825,https://ddinter.scbdd.com/ddinter/interact/1145154,2026-09-09T20:06:46+00:00
1145823,-1,DDInter1915,Valsartan,DB00177,DDInter1460,Phenytoin,DB00252,Unknown,Unknown,DDInter1460|DDInter1915,https://ddinter.scbdd.com/ddinter/interact/1145823,2026-09-09T20:06:46+00:00
